	id	text	label	confidence_pro	confidence_con	actual
2976	33523	Nemá držadlo pro přenášení ve vodorovné poloze.	1	0.003	0.997	1
2977	33030	Než nasaje mléko k napěnění.	1	0.062	0.938	1
2978	35680	Při přípravě dvou káv zároveň není výstup z trysek rovnoměrný.	1	0.003	0.997	1
2979	34581	Že kabel není navíjecí.	0	0.988	0.012	1
2980	31497	Držák lahví-zajistí stabilitu lahví.	1	0.480	0.520	0
2981	29380	Koupila jsem jako dárek dceři.	0	0.994	0.006	0
2982	34693	Diplej led pás má malý jas.	1	0.007	0.993	1
2983	33827	Skutečně - přívodní šňůra není moc dlouhá.	0	0.997	0.003	1
2984	30435	Po tydnu provozu vse funguje jak ma.	0	0.996	0.004	0
2985	35500	Především s turbo kartáčem a navíjením kabelu zpět do vysavače (čtěte návod k obsluze kvůli bezpečnostním opatřením).	1	0.401	0.599	1
2986	34402	Jsem ajťák a věřte mi.	0	0.989	0.011	1
2987	35900	Možná by mohl mít nějaké držátko na přenášení.	1	0.005	0.995	1
2988	34362	Ale stejně takový bílý nesmáčitelný prášek k tomu filtru projde.	1	0.006	0.994	1
2989	29300	Nabíjím a pak uvidím.	1	0.067	0.933	0
2990	35755	Pořád stojí za to.	1	0.032	0.968	1
2991	34625	Není vhodný na přípravu káv ve větším množství.	1	0.005	0.995	1
2992	31016	Že mrazící prostor je umístěn ve spodní části lednice.	1	0.003	0.997	0
2993	33362	Take člověk na to musí pamatovat.	1	0.005	0.995	1
2994	34754	Dokonce k tomu dodává i popis na výměnu.	0	0.858	0.142	1
2995	34238	Má sice hodně programů.	1	0.008	0.992	1
2996	31737	Tichý proti levnější konkurenci.	0	0.999	0.001	0
2997	29098	Tuto kávu mám ráda.	0	0.996	0.004	0
2998	32793	Kolik ještě zbývá do konce pracího cyklu.	0	0.571	0.429	1
2999	35745	Parketová hubice s vlákny z koňských žíní nemá výlisek pro zasunutí  do parkovací polohy na vysavači.	1	0.003	0.997	1
3000	30914	Rychlé vyřízení vrácení peněz.	1	0.017	0.983	0
3001	33602	Ale je hlučnější než moje předchozí lednice.	1	0.035	0.965	1
3002	28975	Velikost a typ odpovídá rozměrům mé kuchyně.	0	0.999	0.001	0
3003	31162	Takže nezůstávají nerozmixované kusy.	0	0.987	0.013	0
3004	33610	Zejmena vice typu ci velikost nadob pro mixovani (mala pro male mnoztvi - treba pro male mimino mixovat neco ve 2.	1	0.010	0.990	1
3005	33929	Pro naše potřeby láhev 300 ml je malá.	1	0.005	0.995	1
3006	32547	Velmi tenká šlehací metla na sníh.	1	0.011	0.989	1
3007	34223	Výkon je velmi slušný.	0	0.999	0.001	1
3008	32117	Díky zakřivení metel tekutina nestříká všude kolem.	1	0.006	0.994	0
3009	32516	Člověk si musí zvyknout :-)))).	1	0.003	0.997	1
3010	34312	Cena tablet (ale s tím sem to kupovala).	1	0.008	0.992	1
3011	34779	Zatím jsem žádnou nezjistil a doufám že ani nezjistím.	1	0.061	0.939	1
3012	32065	Velmi snadné čištění a údržba.	0	0.999	0.001	0
3013	29763	Menší spotřeba - eco motor.	0	0.997	0.003	0
3014	30670	Super tichý chod motoru.	0	0.999	0.001	0
3015	29483	Dobrá cena (poměr cena/výkon).	0	0.999	0.001	0
3016	33532	Že jsem mohla koupit v nižší cenové sazbě stejnou kvalitu.	0	0.984	0.016	1
3017	31977	Celý panel popsán v českém jazyce velké plus.	0	0.997	0.003	0
3018	32449	Navíc si člověk zvykne.	1	0.003	0.997	1
3019	34715	Zatím o ničem nevím.	1	0.004	0.996	1
3020	35123	Dvířka bubnu jsou vystouplá.	1	0.006	0.994	1
3021	33385	Zustavaji tam zbytky tkanin.	1	0.005	0.995	1
3022	34446	Mrazák se odmrazuje ručně.	0	0.991	0.009	1
3023	34160	Musí se stále doplňovat voda na válec - střed je nedostatečně zásobován vodou.	1	0.003	0.997	1
3024	33283	Mixér měl jen dvě rychlosti.	1	0.004	0.996	1
3025	29532	Uvidíme po delší době.	1	0.238	0.762	0
3026	33186	Zatím nevím - nová-  týden v provozu.	1	0.015	0.985	1
3027	34541	Určitě ale mixuje potraviny lépe.	0	0.974	0.026	1
3028	35694	Ale občas se mi stane.	1	0.019	0.981	1
3029	29279	Tyčový mixér nestříká vodu z mísy.	1	0.007	0.993	0
3030	33733	Takže asi v pořádku.	1	0.004	0.996	1
3031	32518	Ale po pár dnech jsme objevili různé škrábance.	1	0.020	0.980	1
3032	29481	Tím je míň člověk využije a stejně používá pak jen ty.	1	0.004	0.996	0
3033	31508	Kvalita a zase kvalita.	0	0.999	0.001	0
3034	34030	Ve dvířkách mezi sklem a gumou zůstává zaseknuté prádlo.	1	0.003	0.997	1
3035	33793	Nezjistila jsem žádné proti - snad jenom.	1	0.004	0.996	1
3036	32457	Jestli mám louhovat nový filtr a nebo ten starý.	1	0.028	0.972	1
3037	34407	Trochu hůř se otevírají dveře.	1	0.004	0.996	1
3038	33545	Bohužem černé gusto má červenou šňůru!.	0	0.990	0.010	1
3039	33817	Pri nizkem stupni sani ok a vysledek na pohled dobry.	0	0.998	0.002	1
3040	33640	Že z pítka se hůř pije.	1	0.058	0.942	1
3041	30966	Doufám že energetická třída odpovídá realitě.	1	0.015	0.985	0
3042	32350	Tenké stěny - využití prostoru.	1	0.009	0.991	0
3043	32468	Hůře se ze dna vyškrabává rozmixovaná směs.	0	0.998	0.002	1
3044	32853	Nic zasadniho - delsi doba nabijeni.	1	0.005	0.995	1
3045	30305	Na co je určen.	0	0.944	0.056	0
3046	34032	Displej je jen na nastavení teploty.	1	0.003	0.997	1
3047	31119	Musela jsem se jít podívát jestli fakt pere.	1	0.003	0.997	0
3048	31690	Hladká jednoduše válcová nádoba se na jedno vyklopení dokonale vysype.	0	0.996	0.004	0
3049	30313	Skladný s intuitivním ovládáním.	0	0.999	0.001	0
3050	29740	Chod této kombinované chladničky/mrazničky úplně zaniká v běžném chodu domácnosti.	1	0.007	0.993	0
3051	30177	Výborné je samočistění trysek při zapnutí a vypnutí přístroje.	1	0.004	0.996	0
3052	34498	Což jsem tedy nečekala.	0	0.977	0.023	1
3053	31881	Úzká pračka se sušičkou.	0	0.997	0.003	0
3054	33316	Co je výhodnějších 10ks.	1	0.178	0.822	1
3055	31313	Vynikající i na koberce.	0	0.999	0.001	0
3056	29420	Popřípadě i menší koberce.	0	0.999	0.001	0
3057	31101	Poměr výkon/cena výborný a.	0	0.999	0.001	0
3058	30082	Dobrý poměr kvalita - cena.	0	0.999	0.001	0
3059	34380	Musí se člověk naučit.	1	0.003	0.997	1
3060	35144	Vlezou se šálky do výšky 6 cm.	0	0.981	0.019	1
3061	32503	Při použití nedoporučené hubice na koberec.	1	0.003	0.997	1
3062	29865	Funkční vlastnosti a cena.	0	0.999	0.001	0
3063	30017	Letité zkušenosti s podobným produktem.	0	0.977	0.023	0
3064	35814	Ale ušlehá co mu dáte.	0	0.989	0.011	1
3065	33157	Kde je maximální hladina zpracovávaného produktu.	0	0.966	0.034	1
3066	32138	Rozmixuje bez krajeni mrkev.	0	0.999	0.001	0
3067	35235	Že může být až u zdi.	1	0.010	0.990	1
3068	35571	Ale spis za jak dlouho budu mit vyprano.	1	0.009	0.991	1
3069	31080	Ve vnitř skvěle uspořádaná i s držákem na lahve.	0	0.999	0.001	0
3070	31596	Dobrý pomocník za rozumnou cenu.	0	0.999	0.001	0
3071	34941	Na rychlý uklid staci.	0	0.993	0.007	1
3072	30297	Jsem z něj nadšená.	0	0.998	0.002	0
3073	30156	Dobrý poměr cena výkon.	0	0.999	0.001	0
3074	35975	Že jen pokud by byla naředěná tekutinou či olejem.	1	0.031	0.969	1
3075	29890	Vhodná pro použití na chatě.	0	0.997	0.003	0
3076	34909	Ale fakt imituje zašlost a působí béžovo šedivo zeleně.	1	0.014	0.986	1
3077	29137	Při zátoveň s vrtačkouodsávání omítky při vrtíní.	1	0.066	0.934	0
3078	35638	Překvapila nás hlučnost (zřejmě když běží vnitřní větrák v prostoru chladničky).	1	0.013	0.987	1
3079	30007	Pauza pro přidání prádla.	1	0.008	0.992	0
3080	31544	Který s malými dětmi často používáme :-) a příjemné ceně.	0	0.999	0.001	0
3081	30846	Poradí si i s chlupy po pejskovi.	0	0.999	0.001	0
3082	30300	Výborný na smoothie i na polévky.	0	0.999	0.001	0
3083	30199	Při ždímáni pevně stoji.	1	0.004	0.996	0
3084	30746	Možnost změnit otevírání dveří.	0	0.993	0.007	0
3085	32999	Nelogické označení poloh na termostatu.	1	0.003	0.997	1
3086	32364	Moznost zkratit dobu prani.	0	0.999	0.001	0
3087	29042	Chutná káva která vydrží dlouho horká.	0	0.999	0.001	0
3088	35462	Ale hlučnost je v normě ('pochodování' po koupelně odstanilo postavení nožek mimo spáry dlažby).	1	0.007	0.993	1
3089	29994	Mohli by jste vedle pračky sedět a nic by jste nepostřehli.	1	0.003	0.997	0
3090	35230	Nemožnost vypnuti modrých diod ukazujici teplotu.	1	0.003	0.997	1
3091	30977	Velmi lehký a pracuje se s ním rychle.	0	0.998	0.002	0
3092	29273	Jinak super věc :).	1	0.027	0.973	0
3093	32960	Nevytre tak 2;3 cm od zdi.	1	0.005	0.995	1
3094	34138	Je docela těžký a bolí ruka.	1	0.004	0.996	1
3095	34521	A pozor na neopatrnou manipulaci s pěnovým filtrem - nasazovala jsem jej asi špatně a ihned se protrhnul - musím zašít.	1	0.003	0.997	1
3096	29062	Dobře vysává super je kartáč s tím jde luxovani fakt dobře.	0	0.999	0.001	0
3097	29291	Se kterými jsem spokojená a také vyhovující cena.	0	0.999	0.001	0
3098	29627	Poradi si bez problem s makem.	0	0.990	0.010	0
3099	29871	Hezky označené z jakého materiálu je vyroben- škoda že kromě pp použili i tritan.	0	0.999	0.001	0
3100	30142	Splňuje moje požadavky na rozměry vestavné kombinace.	0	0.999	0.001	0
3101	29479	Přesto špičková přehlednost uvnitř.	0	0.998	0.002	0
3102	33441	Na praní bavlny naplníte pračku 8 kg prádla.	0	0.996	0.004	1
3103	33170	Sáček je cítit - máme psa.	1	0.004	0.996	1
3104	35701	Vysavač není na drobné nečistoty.	0	0.979	0.021	1
3105	34697	Ale proto ani není určen.	0	0.996	0.004	1
3106	30392	Mám pračku krátkou dobu.	1	0.009	0.991	0
3107	32121	Výborně  chladí a mrazí jsem spokojen.	0	0.999	0.001	0
3108	34340	Možnost použít vyšších hrnečků český.	0	0.998	0.002	1
3109	35606	Ale snad vědí co stačí.	1	0.044	0.956	1
3110	35746	Seřízení teploty a pohotovostního režimu.	0	0.998	0.002	1
3111	32694	Elektrický kabel je také dosti 'jemný'.	1	0.003	0.997	1
3112	31966	Nikde ne teče šlape jako hodinky.	0	0.993	0.007	0
3113	31294	Pěkná pěna s jakoukoliv značkou kávy arabica.	0	0.998	0.002	0
3114	31679	Levný kávovar pro přípravu skvělé kávy.	0	0.999	0.001	0
3115	35689	Už jsem viděl tišší stroje.	1	0.011	0.989	1
3116	32415	Teleskopická hadice je fajn.	0	0.869	0.131	1
3117	28968	Automaticke davkovani praciho prostredku a avivaze.	0	0.998	0.002	0
3118	33043	Trubice by mohla být kovová a ne plastová.	1	0.003	0.997	1
3119	30498	Mám čerstě namletou kávu.	0	0.995	0.005	0
3120	30429	Jednoduché a rychlé použití.	0	0.999	0.001	0
3121	29945	Koupila jsem stejný pro rodiče.	0	0.790	0.210	0
3122	31519	Jak jsme se bali.	0	0.992	0.008	0
3123	28814	Měla jsem tento chopper mnoho let a byla jsem maximálně spokojená.	0	0.998	0.002	0
3124	35096	Možná to není obvyklé.	1	0.015	0.985	1
3125	31741	Vice mista namisto prihlouplych dalsich dvirek.	1	0.011	0.989	0
3126	33048	Takže zatím žádná negativa.	1	0.005	0.995	1
3127	35959	Lednice nepříjemně vibruje a není to špatným vyrovnáním.	1	0.009	0.991	1
3128	29002	Není třeba speciálních čistitel.	0	0.725	0.275	0
3129	33491	Krátká hadice na výpust.	1	0.006	0.994	1
3130	30951	Ale to nějak nevadí.	1	0.008	0.992	0
3131	32944	Po 5ti vteřinovém vysávání se nabíjí více jak 12 hodin.	1	0.055	0.945	1
3132	34869	Nelze sledovat průběh praní.	1	0.004	0.996	1
3133	31841	Susicku jsem zatim nevyuzila.	0	0.993	0.007	0
3134	29068	Přednost popisu v českém jazyce.	1	0.098	0.902	0
3135	31622	S koberci zkušenost nemám.	0	0.986	0.014	0
3136	31517	Skvělé polévky a smoothie.	0	0.999	0.001	0
3137	32105	Dostatek prostoru pro sklenice na latté.	0	0.999	0.001	0
3138	35093	Při ždímání chce kamsi odcestovat.	1	0.012	0.988	1
3139	32692	Museli jsme volat technika kvůli povolené krytce z plastu.	1	0.003	0.997	1
3140	33968	Ale pracka zustava zamkla jeste cca 3 - 5 minut i kdyz na disleji je 0.	1	0.004	0.996	1
3141	31701	Na hubici sání 400w je velmi dobré.	0	0.998	0.002	0
3142	28830	Velmi jednoduhé použití i údržba.	0	0.999	0.001	0
3143	29099	Když se ukončí praní nebo sušení a prádlo je stále uvnitř bubnu.	1	0.005	0.995	0
3144	33582	Přístroj vibruje až vám odjedou hrnečky na zem.	1	0.005	0.995	1
3145	33720	Zasuvka ve dverich na 'mensi piti' (prostredni) je vicemene nepouzitelna.	1	0.003	0.997	1
3146	33604	Konvice se hůře umývá.	1	0.011	0.989	1
3147	34739	Nejde to dolů ani pěchovadlem.	1	0.018	0.982	1
3148	33286	A rozhodně za to stojí.	1	0.012	0.988	1
3149	32423	Nebo si pořídit kratší prodlužovačku s vypínačem.	1	0.010	0.990	1
3150	32011	Tichý chod při máchání.	0	0.999	0.001	0
3151	29212	Dva šuplíky v mrazící části.	0	0.998	0.002	0
3152	29892	Lehce ovladatelný a výsledek mixování výborný.	0	0.999	0.001	0
3153	32675	Že pití bude možné přecedit přes jemné sítko (ovoce i zelenina obsahují vlákninu) nápoj je hustý a s vodou ještě nabobtná.	1	0.005	0.995	1
3154	34264	Až se vysavač pokaždé rozbil.	1	0.005	0.995	1
3155	32116	Rychlá příprava lahodných nápojů.	0	0.999	0.001	0
3156	35549	Zatim o zadne nevim.	1	0.005	0.995	1
3157	31380	Mám i jiné zboží na stejnou baterii a vysavač má dostatečný výkon.	0	0.998	0.002	0
3158	28906	Efektivní a za dobrou cenu! :-).	0	0.999	0.001	0
3159	30526	Vhodný na přípravu raw stravy.	0	0.998	0.002	0
3160	34934	Nemá kartáček na prach na pevných površích.	1	0.003	0.997	1
3161	34826	Cz mi prodali evidentně rozbalené zboží - nejspíš vrácené.	1	0.186	0.814	1
3162	34048	Kávovar udržuje kávu horkou max 40 min.	1	0.305	0.695	1
3163	29929	Dobrý poměr výkon - cena.	0	0.999	0.001	0
3164	28806	Má těsnění v zásobníku na kávu.	0	0.759	0.241	0
3165	30938	Možnost přidělat na zeď.	0	0.999	0.001	0
3166	29775	Vhodný doplněk k velkému vysavači.	0	0.998	0.002	0
3167	28972	Pro požadované parametry 1200 ot/min.	0	0.998	0.002	0
3168	33740	Kde mi ji ochotně převzali zpět a už mám i peníze na účtu.	0	0.982	0.018	1
3169	32086	Možnost otevření v průběhu praní.	0	0.999	0.001	0
3170	33039	Ale dá se zvyknout.	1	0.006	0.994	1
3171	33334	Dal se za ucho snadno přenášet (např.	1	0.102	0.898	1
3172	32961	Vo vnútri sa stále uvolňuje šrób.	1	0.006	0.994	1
3173	33406	Zvýšená spotřeba kávy a mléka.	0	0.998	0.002	1
3174	33044	Že hrnek při plnění 'cestuje' po plošince.	1	0.006	0.994	1
3175	34167	Metličky na sníh jsou zvláštně tvarované a špatně se vymývají.	1	0.005	0.995	1
3176	29339	Metla i na hnětení tužšího těsta.	0	0.999	0.001	0
3177	34001	Kávovar nemá dělené víko v horní části.	1	0.003	0.997	1
3178	33003	Odkládací plocha na šálky.	0	0.875	0.125	0
3179	31937	Tichý chod jednoduché ovládání a hmotnost výrobku.	0	0.999	0.001	0
3180	32416	Odhadnutá délka praní neodpovídá skutečnosti (zpravidla je kratší).	1	0.003	0.997	1
3181	35534	Ochraňuj celou naši rodinu i naše elektrospotřebiče.	0	0.999	0.001	1
3182	28815	Zavesny drzak na stenu.	1	0.023	0.977	0
3183	35410	Vyšší váha než u mého předchozího výrobku.	0	0.996	0.004	1
3184	34255	Snad jen že úzký nástavec do užších míst je krátký.	1	0.003	0.997	1
3185	35695	Což není úplně ideální na polévky.	1	0.004	0.996	1
3186	34587	Asi tak 1 dcl.	1	0.021	0.979	1
3187	29530	Metlicky dosahnou az na dno misy.	0	0.998	0.002	0
3188	29130	Je výkonný drtí dobře čokoládu.	0	0.999	0.001	0
3189	30956	Hustá pěna na kávě.	0	0.999	0.001	0
3190	32053	Jednoduchá montáž a nastavení  programů.	0	0.999	0.001	0
3191	32250	Cena a spotřeba v normě.	0	0.996	0.004	0
3192	35513	Plastové doplňky by mohly být z kvalitnějšího materiálu.	1	0.003	0.997	1
3193	34910	Které je třeba použít.	0	0.871	0.129	1
3194	33481	Těsnění u nádobky s noži není téměř žádné.	1	0.037	0.963	1
3195	33432	Je celkem tenoucka a vypada krehce.	1	0.006	0.994	1
3196	33438	Ale nemuzu to porovnat s ostatnima.	1	0.014	0.986	1
3197	34241	Chybí nám oddělení pod mrazákem.	1	0.003	0.997	1
3198	29658	Dobře se drží v ruce.	1	0.003	0.997	0
3199	32920	Malý objem na mixování.	0	0.996	0.004	1
3200	31369	Hledala jsem ten nejlepší a našla jsem tento mixér.	0	0.990	0.010	0
3201	29674	Usporna a pekny vzhled.	0	0.999	0.001	0
3202	30964	Máme plovoucí podlahu - vydává bez problémů.	0	0.946	0.054	0
3203	35284	Delší práci programy (jdou zkrátít funkcí ecotime).	1	0.003	0.997	1
3204	31394	Pohyb i do stran.	0	0.999	0.001	0
3205	29516	Veškerá výbava v ceně vysavače.	0	0.985	0.015	0
3206	32051	Možnost variabilního uspořádání poliček.	0	0.998	0.002	0
3207	29693	Ovoce jde mixovat velice dobře.	0	0.999	0.001	0
3208	34773	Při chlazení dost hlučná.	1	0.003	0.997	1
3209	34503	Hlucnejsi na takove to nocni mixovani.	1	0.008	0.992	1
3210	31905	Celkem dlouho vydrží než se musí nabýt.	0	0.786	0.214	0
3211	31989	Výborný - dle představ a požadavků.	0	0.999	0.001	0
3212	32704	Vhodnější by byl jinak koncipovaný ukazatel vybití.	1	0.003	0.997	1
3213	30148	Poměr cena/výkon odpovídá mým představám.	0	0.999	0.001	0
3214	32293	Protože mají pákový mechanismus.	1	0.004	0.996	0
3215	32158	Dvířka se dají otevřít ihned po doprání a také během praní po stisku pauzy.	0	0.996	0.004	0
3216	30334	Velký výkon za málo peněz.	0	0.999	0.001	0
3217	31876	Nádobka na nečistoty i filtr se dají umýt.	1	0.419	0.581	0
3218	31379	Zvuková signalizace po doprání.	1	0.005	0.995	0
3219	29353	Bylo by to také dohladka.	1	0.014	0.986	0
3220	32331	Od druhého dne nákupu používám 2x denně.	0	0.993	0.007	0
3221	30388	Možnost volby i krátkých programů.	0	0.999	0.001	0
3222	30663	Má se nabíjet max.	1	0.006	0.994	0
3223	33302	Když se káva připravuje z mleté kávy.	1	0.014	0.986	1
3224	31708	Jedním stiskem vynikající káva.	0	0.999	0.001	0
3225	35922	K opravě snad dojde dnes.	0	0.800	0.200	1
3226	31062	Spousta místa v lednici i mrazáku.	0	0.998	0.002	0
3227	30162	Vybrali jsme pračku s přibližně stejnými parametry od stejného výrobce jako předchozí pračku a doufáme.	0	0.688	0.312	0
3228	29332	Je to už druhý kávovar de longhi.	0	0.990	0.010	0
3229	33005	Proti starším typům jen jeden kompresor.	1	0.039	0.961	1
3230	29766	Že to ocení každý rodič bez výjimky.	1	0.016	0.984	0
3231	29001	Předtím jsem měla vysavač s jednou takovým výkonem a myslela jsem si jak dobře vysává.	0	0.995	0.005	0
3232	30277	Dobrá káva i z levnější kávy.	0	0.999	0.001	0
3233	33780	Jeden celý box pro úschovu zeleniny.	0	0.992	0.008	1
3234	31725	Za osm tisic naprosto skvely vyrobek.	0	0.999	0.001	0
3235	29451	Koberce stačí jen na polovinu výkonu.	1	0.004	0.996	0
3236	32992	Přímo s nádobky se nepije příliš příjemně.	1	0.003	0.997	1
3237	34234	Omezení možnosti otáček odstředění u některých programů.	1	0.003	0.997	1
3238	30994	Rychlá příprava zdravých a chutných nápojů.	0	0.999	0.001	0
3239	32036	Turbokartáč je super věc z koberce vyčistí veškeré chlupy.	0	0.997	0.003	0
3240	35470	Jedině výměna za druhé těsnění.	0	0.993	0.007	1
3241	34723	Šlehačem na baterie se vyšlehá rychleji a lépe.	1	0.007	0.993	1
3242	32441	Není útlum regulace sání.	1	0.006	0.994	1
3243	29104	Skvělý pomocník do kuchyně.	0	0.999	0.001	0
3244	33069	Jakmile začne pracovat - ochlazovat - tak hlučí poměrně dost.	1	0.007	0.993	1
3245	31203	Syn /7 let/ nemá rád mléko.	1	0.038	0.962	0
3246	30332	Zatím mám krátce v provozu.	1	0.023	0.977	0
3247	29487	Možnost vybrat si z několika verzí - s jednou.	0	0.994	0.006	0
3248	28942	Kásná velká lednička stichým chodem.	0	0.999	0.001	0
3249	35872	Avšak cena tomu úměrně odpovídá.	1	0.147	0.853	1
3250	31675	Cenově výhodné pro náš účel plně postačující.	0	0.999	0.001	0
3251	31781	Snadná údržba a čištění.	0	0.999	0.001	0
3252	32529	Inac je to snadne.	0	0.980	0.020	1
3253	31864	Poměrně tichá (v této cenové kategorii asi nejtišší).	0	0.999	0.001	0
3254	31479	Vše podle mého očekávaní a recenzí.	0	0.999	0.001	0
3255	30791	My ho kupovali kvůli kočičce co máme doma na uklízení kolem kočičího záchoda.	0	0.986	0.014	0
3256	31593	Odpadního filtru a to mě překvapilo.	0	0.984	0.016	0
3257	33609	Na každý má zásuvku hned za lednicí.	1	0.046	0.954	1
3258	33943	Následně ho vyrvu výš.	0	0.976	0.024	1
3259	33220	Chyběl držák na ležící láhve např.	1	0.003	0.997	1
3260	28861	Rychlé zahřátí a příprava kávy prakticky v řádu desítky vteřin.	0	0.997	0.003	0
3261	30437	Dobře padne do ruky.	0	0.999	0.001	0
3262	30907	Navíc je v mrazáku skvělý 'tácek'.	0	0.997	0.003	0
3263	32758	Hlučnost kvůli hlučnosti je lednice pro mě nepoužitelná leda bych ji odnesl do sklepa.	1	0.004	0.996	1
3264	35108	Dle kamarada profesionalniho baristy je tlak na napeneni mleka mirne nedostacujici.	1	0.029	0.971	1
3265	35249	Ukazuje cas prani na zacatku a potom cas jednotlivych fazich.	1	0.007	0.993	1
3266	33449	Ale jinak má na to 30 dní.	1	0.009	0.991	1
3267	35429	Navíc v ní občas něco práskne (zvuk jako kdyby v ní něco spadlo).	1	0.009	0.991	1
3268	31743	Kvalita za rozumnou cenu.	0	0.999	0.001	0
3269	28882	Displej v českém jazyce.	0	0.996	0.004	0
3270	35488	Když je na stojanu.	1	0.012	0.988	1
3271	31994	Nebo si to nastavite jak potrebujete.	1	0.157	0.843	0
3272	33177	Zatím jsem nic nezjistila.	1	0.003	0.997	1
3273	29966	Vysoký příkon za nízkou cenu.	0	0.999	0.001	0
3274	29373	High efficiency motor (nová generace motoru s vysokou účinností) typu eco energy line 1500w (odpovídá 2000w.	0	0.999	0.001	0
3275	31859	Lépe vydává horkou vodu.	0	0.997	0.003	0
3276	34596	Malé držadlo pro přenášení.	0	0.610	0.390	1
3277	31770	Nádobka na prášek a aviváž nad bubnem (není na dvířkách).	0	0.991	0.009	0
3278	33881	Takze neni videt kdyz je nabity.	0	0.979	0.021	1
3279	29952	Tichý a úsporný chod  (a++).	0	0.999	0.001	0
3280	35859	Popisky na pračce v angličtině.	0	0.993	0.007	1
3281	32612	Pri > 1200 ot.	1	0.014	0.986	1
3282	35239	Ale nemám oproti komu srovnat.	0	0.533	0.467	1
3283	34344	Než jsem mohla v úklildu pokračovat.	0	0.974	0.026	1
3284	31961	Takže vsaje malou plochu kvalitně.	0	0.998	0.002	0
3285	32955	Nerozseká to větší mražené kousky a bojím se.	1	0.006	0.994	1
3286	35366	Umyje se při přechodu do spánku i při zapínání - pořád se meje.	0	0.990	0.010	1
3287	29684	Malá spotřeba vody a el.	0	0.906	0.094	0
3288	29951	Vysavač má výborný výkon.	0	0.999	0.001	0
3289	30497	Vleze se pod kuchyňskou desku.	0	0.698	0.302	0
3290	30752	Použití na suchý i mokrý bordel.	0	0.999	0.001	0
3291	35882	My ale již máme fígl.	1	0.058	0.942	1
3292	33619	Očekával bych lepší dokovací stanici pro nabíjení.	1	0.004	0.996	1
3293	35865	Spára nad dveřmi není stejná jak u závěsu tak na druhé straně.	0	0.977	0.023	1
3294	31005	Ale je poměrně hlučná.	1	0.017	0.983	0
3295	35395	Bohužel místy se již po cca 4 vysáváních odírá nástřik barvy na plastech (pravděpodobně o nábytek.	1	0.004	0.996	1
3296	31069	Velký a rychlý - dobře se udržuje.	0	0.999	0.001	0
3297	33453	Program trvá přes 4 hodiny a nelze jej zkrátit.	1	0.003	0.997	1
3298	34053	Cena jedné kávy: 10 kč.	0	0.957	0.043	1
3299	34538	Příliš rychlá příprava kávy.	0	0.990	0.010	1
3300	31955	Promyšlený systém čištění - proti konkurenci doslova geniální.	0	0.997	0.003	0
3301	33888	Odstřeďování na 800 nebo 1000 má stejný výsledek.	1	0.003	0.997	1
3302	35869	Jelikož si nehodlám zničit kuch.	0	0.974	0.026	1
3303	29810	Vejde se do ní opravdu hodně.	0	0.998	0.002	0
3304	29922	Kvalitní a ostré nože.	0	0.999	0.001	0
3305	32571	Tato informace v popisu chybí !!!! dysplej ukazuje při praní bavlny.	1	0.003	0.997	1
3306	33082	Zatuchlinou a neidentifikovatelným zápachem.	0	0.997	0.003	1
3307	33371	Jen tři druhy mletí.	1	0.008	0.992	1
3308	30346	Koberce i tapuc v autě.	0	0.999	0.001	0
3309	32341	Šamponování                                                                         výkon motoru                                                                                sací schopnost                                                                                     vodní filtr.	0	0.918	0.082	0
3310	34070	Nezhasne ani po nabití aku - předpovídám životnost 1/2 roku nimh.	1	0.190	0.810	1
3311	35535	V minulém modelu nebyla a ušetřilo to spousty problémů.	1	0.004	0.996	1
3312	30032	Když se v zimě nevyužívá.	0	0.952	0.048	0
3313	34552	Časté vypínání přístroje při delší nečinnosti a jeho čištění.	1	0.004	0.996	1
3314	30581	Dostatečné chlazení i mražení ve výparníku.	0	0.999	0.001	0
3315	30057	Dokonce i děti  najednou baví praní.	0	0.997	0.003	0
3316	30168	Nelze srovnávat s českým turkem a ani rozpustnou kávou.	1	0.014	0.986	0
3317	30029	Je vždy po ruce.	0	0.993	0.007	0
3318	29917	Konečně lux který funguje.	0	0.768	0.232	0
3319	34282	Zatím nemám žádné záporné zkušenosti.	0	0.991	0.009	1
3320	34304	Dost hlučný a slabší výkon sání.	1	0.003	0.997	1
3321	31196	Používám každý den i několikrát.	0	0.998	0.002	0
3322	29425	Protože na starý přístroj ani nesáhl.	0	0.984	0.016	0
3323	29720	Dělá to co má (tzn mixuje.	0	0.985	0.015	0
3324	31347	Že si budem rozumět.	1	0.044	0.956	0
3325	29895	Bosch je výborná volba ale nevím jestli vydrží tolik jako ta první.	0	0.996	0.004	0
3326	30692	Možnost příslušenství - ochrana filtru.	0	0.999	0.001	0
3327	29054	Na to ze je maly tak vysava az se nadzvedavaji koberce.	0	0.993	0.007	0
3328	34125	Bohužel točí naopak :-(.	1	0.005	0.995	1
3329	33083	Pouze jeden jediný je kratší.	1	0.012	0.988	1
3330	32602	Což je sice pravda.	1	0.032	0.968	1
3331	30395	Drží potřebný rozsah teplot na nejnižším stupni nastavení.	1	0.004	0.996	0
3332	30906	Maximalne pohodlne zarizeni pro drceni produktu.	0	0.999	0.001	0
3333	33529	Než se omáška dobře promixuje; nelze měnit nože.	1	0.039	0.961	1
3334	34396	Naštěstí šel dohledat v pdf na webu.	1	0.014	0.986	1
